BD-10-head	BD-9-head	KD-8-head	KD-6-head	BD-10-tumor	BD-09-tumor	KD-8-tumor	KD-6-tumor
35	20	34	59	39	33	39	35
32	19	25	55	35	26	39	32
35	21	34	59	39	33	39	35
102	37	101	75	71	67	74	54
41	35	67	80	53	85	91	61
68	19	28	58	34	60	70	56
134	62	96	100	81	99	113	86
69	38	56	55	43	55	78	83
148	101	106	131	90	139	157	109
41	20	30	54	26	35	57	49
107	73	83	77	72	78	116	87
89	50	77	89	54	104	96	60
13	9	24	20	27	25	41	41
74	21	36	60	38	50	51	41
95	44	76	108	49	68	85	64
97	36	76	90	77	87	88	65
86	28	68	88	74	65	81	61
91	59	74	83	49	96	91	82
97	35	91	130	69	93	88	62
110	79	116	92	114	99	108	86
110	79	116	92	114	99	108	86
110	79	116	92	114	99	108	86
143	66	112	100	101	142	110	111
67	21	68	60	27	39	84	45
83	47	66	101	55	90	87	65
68	67	88	68	73	90	99	78
68	67	88	68	73	90	99	78
82	24	52	70	31	84	81	60
100	76	97	68	95	115	125	93
100	76	97	68	95	115	125	93
87	64	82	110	101	128	105	81
96	68	89	94	78	108	114	76
201	120	195	178	179	189	195	165
2	1	3	5	0	5	7	2
62	31	38	61	61	73	73	96
90	66	98	94	77	109	144	109
32	21	26	16	23	22	21	24
56	28	64	61	62	61	68	60
56	28	64	61	62	61	68	60
56	28	64	61	62	61	68	60
111	48	96	94	55	90	106	80
67	49	75	99	75	78	101	73
77	60	98	82	85	64	91	97
77	60	98	82	85	64	91	97
77	61	98	82	85	64	91	97
131	57	112	119	78	118	133	97
136	96	127	90	122	155	160	104
85	43	70	81	54	73	94	59
135	70	115	90	117	128	115	94
72	40	76	58	70	72	110	77
148	75	103	135	106	130	162	158
6	3	11	6	10	8	10	7
83	58	80	89	82	109	138	69
38	20	44	38	39	40	33	20
38	27	48	37	39	39	37	24
68	35	58	112	86	86	108	90
24	8	5	35	30	29	27	32
22	8	5	30	29	29	26	26
96	72	104	99	91	116	96	93
95	34	56	95	74	99	78	89
86	63	87	128	110	100	120	107
86	63	87	128	110	100	120	107
41	57	57	59	48	70	89	73
51	25	69	64	77	75	79	80
109	62	77	119	98	103	99	95
26	6	14	30	18	10	27	20
54	34	48	50	45	54	61	55
107	44	89	91	100	122	139	92
59	30	60	75	57	66	99	61
59	30	60	75	57	66	99	61
59	30	60	75	57	66	99	61
59	30	60	75	57	66	99	61
85	42	80	85	63	110	90	46
11	5	12	28	24	8	35	31
71	64	96	85	102	110	96	76
51	27	44	45	65	49	60	64
51	27	44	45	65	49	60	64
52	35	59	45	56	95	86	52
67	35	64	66	46	80	55	48
60	28	66	55	41	80	53	35
77	47	85	76	50	114	78	49
85	63	103	120	100	93	126	85
74	34	62	111	61	85	98	111
117	65	101	108	103	141	123	75
58	32	32	46	31	34	48	49
59	35	44	72	30	47	71	44
97	60	95	88	74	80	95	42
64	74	85	74	84	86	90	82
155	103	131	157	150	155	191	135
200	118	191	188	194	219	179	216
175	136	159	200	208	193	148	197
140	116	126	164	159	158	118	158
140	116	126	164	159	158	118	158
654	302	489	638	488	469	515	528
654	302	489	638	488	469	515	528
284	123	198	268	226	197	245	211
339	176	279	344	301	373	291	291
119	65	107	111	89	130	113	118
78	42	83	86	81	57	96	60
78	63	71	61	68	68	70	50
78	63	71	61	68	68	70	50
78	63	71	61	68	68	70	50
74	63	70	57	64	65	70	48
73	63	70	57	64	65	70	48
109	58	124	107	117	102	128	96
59	50	80	76	74	61	78	66
81	48	80	96	52	75	88	103
11	13	19	17	5	16	27	15
60	40	60	79	84	83	48	40
66	50	48	57	73	57	91	45
62	19	57	64	55	50	72	79
62	18	55	63	53	45	72	77
59	18	48	56	51	42	66	71
69	24	62	72	58	57	75	84
69	24	62	72	58	57	75	84
35	12	34	51	39	29	45	66
145	77	122	132	147	144	117	117
53	29	74	50	67	54	81	46
53	29	74	50	67	52	81	46
53	29	71	50	64	49	75	45
14	12	14	26	15	17	24	19
168	109	153	206	182	136	164	131
62	32	89	79	49	70	75	52
150	83	170	166	157	168	176	168
106	57	97	94	87	87	100	105
18	4	13	17	22	33	44	29
17	1	13	16	19	30	40	19
27	15	21	26	25	28	35	30
43	32	44	40	48	49	42	38
47	20	49	56	41	50	72	58
119	45	107	131	123	105	114	92
60	56	61	81	66	94	79	60
128	69	88	116	117	111	114	92
84	31	77	96	99	64	91	82
96	59	62	81	68	81	102	78
130	47	84	79	85	102	93	97
106	72	93	128	127	100	120	87
106	72	93	128	127	100	120	87
107	72	93	128	127	102	120	99
81	51	68	86	95	57	75	74
144	67	111	128	108	140	173	125
89	48	70	82	77	81	99	69
48	61	71	71	67	53	63	54
54	44	51	96	81	53	94	65
54	44	51	96	81	53	94	65
70	52	98	99	69	93	112	70
138	63	161	143	141	116	133	121
20	6	16	28	17	17	25	40
108	75	114	146	146	133	128	102
96	53	88	107	105	95	99	99
96	53	88	107	105	95	99	99
96	53	88	107	105	95	99	99
52	41	58	56	53	84	54	53
12	8	7	10	21	13	29	29
12	8	7	10	21	13	29	29
10	8	6	7	21	11	27	27
32	10	17	26	19	24	41	33
76	43	59	76	56	89	67	71
28	15	27	39	27	52	46	41
68	50	98	118	84	108	104	64
68	50	98	118	84	108	104	64
45	21	41	67	42	53	47	38
87	37	88	96	73	72	98	83
86	54	107	109	99	64	95	65
41	50	61	66	64	57	55	67
38	17	35	40	29	27	39	24
59	63	67	76	80	79	78	76
68	27	73	83	47	74	71	71
120	74	135	132	122	97	99	114
81	42	48	72	60	50	54	44
41	11	20	30	26	53	54	44
41	11	20	30	26	53	54	44
45	44	51	43	57	56	71	75
151	98	170	142	138	151	133	132
191	109	199	181	174	172	163	159
27	21	35	51	56	49	65	57
39	33	26	65	42	39	58	36
44	20	32	46	45	44	84	83
116	65	113	96	111	120	119	108
116	65	113	96	111	120	119	108
72	35	70	75	77	100	99	63
72	35	70	75	77	100	99	63
51	48	65	68	55	78	60	80
16	13	14	13	17	8	14	10
16	13	11	13	17	8	14	10
7	1	7	14	4	7	12	10
88	65	83	99	88	109	94	88
58	49	56	66	43	55	50	35
109	62	131	133	130	123	122	111
213	127	182	211	190	185	160	166
233	127	171	208	190	198	212	143
233	127	171	208	190	198	212	143
6	4	5	7	5	4	4	6
71	60	88	97	83	83	81	90
78	60	96	107	88	89	87	100
99	61	91	92	94	92	109	76
319	203	342	296	372	325	265	303
70	46	87	92	80	65	95	79
122	85	110	159	143	103	109	111
11	9	18	28	8	23	25	15
5	1	6	11	4	10	5	4
117	43	133	175	108	141	182	126
117	43	133	175	108	141	182	126
79	25	76	69	61	67	43	65
105	65	110	109	89	99	96	113
101	84	114	143	113	97	73	88
112	75	104	128	113	117	117	110
119	64	94	112	86	89	89	86
57	32	45	57	43	60	51	51
41	10	21	22	18	31	15	23
79	34	43	71	43	38	57	46
46	11	32	29	42	31	42	24
48	16	35	43	19	28	67	43
151	91	111	154	98	132	144	124
151	91	111	154	98	132	144	124
10	2	8	9	13	9	6	10
55	43	51	98	95	93	101	92
48	29	46	68	43	30	67	39
103	76	105	149	89	90	125	82
249	128	183	239	187	212	190	191
259	124	192	254	198	209	266	182
41	19	17	41	50	47	56	45
58	32	46	56	56	48	51	80
174	96	141	130	136	130	100	119
37	29	53	45	36	48	50	37
126	97	126	148	142	91	137	119
94	62	81	92	80	82	90	94
113	66	117	133	101	98	100	74
113	66	117	133	101	98	100	74
101	57	125	111	154	88	107	116
144	95	146	154	167	134	149	143
117	67	99	124	89	102	124	89
130	124	137	149	152	141	129	120
36	10	17	29	30	16	30	23
82	50	89	74	82	67	96	91
82	50	89	74	82	67	96	91
56	41	54	54	57	71	49	46
37	32	41	39	42	59	36	41
14	20	9	13	11	16	18	16
49	14	32	68	20	34	44	36
68	48	48	63	61	66	59	58
147	73	111	145	95	104	129	108
98	37	66	76	46	71	79	94
98	37	66	76	46	71	79	94
364	193	334	370	344	340	390	364
127	120	129	141	156	145	145	107
41	21	24	28	18	32	30	31
87	38	60	59	88	47	49	54
97	72	80	96	78	89	114	91
13	4	4	5	6	5	17	10
8	14	7	15	5	16	12	8
84	60	83	99	76	93	86	109
88	52	61	59	60	54	63	67
65	50	73	72	68	98	82	65
128	43	115	119	82	113	152	88
79	29	82	91	77	59	84	77
98	59	111	107	99	90	101	98
178	121	155	169	152	171	150	160
109	53	97	112	95	90	88	101
24	10	27	34	35	25	49	32
98	45	103	109	156	102	110	128
104	46	103	80	113	98	94	72
68	53	84	68	81	81	73	88
4	3	3	4	8	11	5	6
141	74	121	140	132	116	122	98
80	45	66	117	88	64	71	68
10	8	14	21	27	18	38	20
30	30	45	63	33	53	58	37
30	30	45	63	33	53	58	37
30	30	45	63	33	53	58	37
44	33	50	52	53	46	56	55
42	27	29	53	31	27	41	44
63	18	46	67	49	47	48	68
17	11	14	31	9	16	10	22
84	71	83	87	103	78	105	112
44	25	43	49	46	41	50	81
35	12	27	42	36	30	36	60
35	41	57	74	65	49	63	52
35	41	57	74	65	49	63	52
257	160	226	279	259	253	291	185
347	217	270	357	341	307	357	274
347	217	270	357	341	307	357	274
383	159	289	356	340	309	317	289
49	23	38	37	29	38	38	37
152	85	139	165	132	155	133	141
105	46	89	99	76	84	85	67
86	58	99	91	79	92	90	73
69	56	59	93	91	89	87	79
69	56	59	93	91	89	87	79
121	89	100	139	98	111	121	90
321	132	267	247	340	240	253	222
138	96	151	142	140	169	163	179
37	22	37	40	54	52	46	52
175	93	163	170	183	144	174	154
4	9	11	6	5	18	14	5
79	44	88	77	83	86	73	68
68	39	98	77	106	66	61	76
39	14	25	41	45	37	47	45
49	46	48	49	84	52	50	107
28	18	35	29	32	20	34	35
15	3	9	7	11	10	8	4
43	22	33	46	37	46	74	40
84	33	72	63	69	83	85	62
82	32	71	60	67	80	84	61
212	114	137	203	157	194	190	171
82	39	79	80	56	59	90	46
52	37	55	65	54	63	48	49
51	37	57	65	54	63	46	53
7	0	2	7	10	2	5	4
66	20	38	48	45	37	41	44
69	41	70	66	87	87	78	80
81	30	61	59	78	92	72	82
5	5	6	7	2	4	2	4
58	39	46	43	44	50	37	44
81	39	63	85	70	63	81	65
39	43	47	41	30	49	33	41
39	43	47	41	30	49	33	41
174	101	214	195	192	200	228	174
191	104	233	204	210	221	236	182
197	112	149	185	167	162	177	165
387	217	302	315	305	325	272	286
41	31	68	51	73	56	53	59
80	43	59	76	77	74	104	81
81	34	49	84	62	45	74	48
31	18	44	54	26	67	59	38
99	57	86	105	74	114	117	78
133	86	128	135	131	152	133	115
131	56	88	104	92	101	99	105
42	22	62	47	50	39	50	40
42	22	62	47	50	39	50	40
106	106	94	103	193	124	108	116
130	124	114	142	223	152	137	154
166	88	112	138	140	103	112	139
166	88	112	138	140	103	112	139
62	47	43	62	56	50	69	73
108	64	79	117	98	83	122	138
108	64	79	117	98	83	122	138
100	52	72	113	88	79	113	126
114	64	82	126	101	92	129	144
37	14	37	48	40	55	73	65
50	18	23	60	23	31	57	53
91	41	98	75	80	73	122	86
85	29	67	68	92	62	98	65
85	29	67	68	92	62	98	65
85	29	67	68	92	62	98	65
85	29	71	68	92	62	98	65
15	6	9	21	14	19	21	13
44	35	63	66	29	71	93	52
20	6	15	15	10	11	25	25
53	15	53	83	62	70	82	48
12	12	22	16	19	18	14	25
57	22	64	80	73	55	77	87
57	25	67	83	76	58	78	91
81	31	74	104	89	72	99	109
67	20	57	81	71	58	90	91
55	11	36	61	51	50	75	71
55	11	36	61	51	50	75	71
112	103	117	109	129	132	89	98
52	34	52	56	55	83	79	77
52	34	52	56	55	83	79	77
52	34	52	56	55	83	79	77
52	34	52	56	55	83	79	77
130	67	108	137	99	123	110	115
130	70	108	137	99	123	110	115
86	49	57	76	52	66	76	65
1488	409	870	1266	494	1177	1522	1384
56	25	24	57	55	53	48	56
58	25	39	74	51	82	63	69
58	25	39	74	51	82	63	69
94	53	97	107	111	113	121	137
54	34	55	50	76	80	83	82
47	34	54	48	71	76	75	78
41	16	47	38	57	64	60	62
24	12	38	31	39	27	58	35
176	81	107	171	153	128	128	179
37	15	46	57	68	61	61	52
27	23	18	32	22	25	44	28
15	4	9	17	21	10	13	13
13	1	8	11	20	7	13	11
60	20	32	56	35	43	45	64
60	20	32	56	35	43	45	64
60	20	32	56	35	43	45	64
68	36	50	78	49	50	77	64
68	36	50	78	49	50	77	64
67	35	39	61	38	48	40	57
220	126	160	198	212	234	213	146
109	65	85	122	128	100	130	153
121	61	104	147	171	132	183	188
105	55	110	72	94	74	46	85
93	38	70	73	76	66	61	72
74	58	67	91	105	84	87	93
54	26	33	40	35	33	30	30
58	30	35	41	41	34	30	37
96	64	86	101	88	81	66	91
100	51	79	129	99	72	87	83
85	78	96	92	110	78	68	95
116	67	101	140	84	96	100	141
116	67	101	140	84	96	100	141
104	56	107	84	102	80	60	79
65	33	65	70	26	41	56	54
116	93	110	141	159	109	83	93
90	51	60	98	89	76	49	59
137	74	126	106	135	115	95	104
137	74	126	106	135	115	95	104
42	20	53	57	52	44	37	57
50	25	62	57	77	50	54	69
48	21	60	52	75	44	52	59
48	21	60	52	75	44	52	59
48	21	60	52	75	44	52	59
27	9	29	29	50	27	28	35
56	22	38	60	34	30	42	36
79	49	69	79	83	55	62	73
169	103	178	167	178	133	108	130
7	6	6	5	9	8	8	4
88	69	87	91	90	71	58	76
87	69	98	79	101	98	77	83
123	68	123	103	128	127	91	109
92	55	109	117	106	105	87	113
31	8	23	26	32	37	47	51
47	33	60	59	44	46	41	39
30	31	53	61	29	53	36	70
35	22	54	36	40	26	35	38
35	22	54	36	40	26	35	38
115	76	117	139	125	97	133	111
115	76	117	139	125	97	133	111
55	42	58	64	65	57	86	80
55	42	58	64	65	57	86	80
55	42	58	64	65	57	86	80
55	42	58	64	65	57	86	80
46	51	69	76	74	67	48	89
50	18	42	45	45	44	56	38
121	110	124	135	153	100	86	112
202	103	157	172	119	118	147	91
226	149	212	212	274	194	226	232
1	2	5	3	1	3	5	3
87	34	65	59	68	62	47	64
17	12	35	37	22	33	22	27
28	16	49	56	42	41	32	43
17	13	35	37	22	33	22	27
124	107	124	106	119	100	113	88
105	62	124	84	99	103	97	86
99	52	86	98	86	77	59	86
102	47	67	101	47	57	64	74
102	47	67	101	47	57	64	74
61	17	52	45	43	49	65	54
24	20	42	52	49	52	38	76
21	20	39	49	46	50	34	75
18	17	36	42	40	46	31	68
17	16	33	39	38	44	31	64
15	16	33	37	38	44	29	62
74	52	61	60	70	63	48	57
14	2	5	9	9	6	2	11
74	44	67	76	114	86	70	53
131	90	119	103	108	96	77	106
95	59	75	95	80	71	60	77
46	26	42	45	29	44	47	42
61	41	54	78	37	55	48	62
172	77	150	165	155	131	136	144
71	57	79	72	69	84	72	57
88	68	92	87	87	95	95	79
60	57	57	53	78	88	92	72
91	54	90	118	131	84	74	102
143	89	144	146	161	139	138	136
57	38	46	69	24	50	45	39
100	48	94	88	90	93	78	95
64	39	74	64	52	60	55	35
22	14	28	35	33	19	36	36
134	95	132	132	145	129	135	107
113	46	75	75	103	66	90	70
70	15	43	52	31	50	59	62
132	47	139	90	115	92	96	87
151	100	175	142	164	110	103	115
70	36	58	67	72	46	56	59
86	57	70	80	77	54	54	75
85	60	79	95	116	94	96	98
231	111	136	156	193	174	147	195
256	111	157	206	225	181	157	236
256	111	157	206	225	181	157	236
256	111	157	206	225	181	157	236
256	111	157	206	225	181	157	236
256	111	157	206	225	181	157	236
85	58	82	66	97	57	57	65
89	59	82	75	101	64	60	54
78	58	89	70	67	58	45	58
439	242	399	378	432	392	304	335
439	242	399	378	432	392	304	335
105	30	82	90	74	87	64	83
99	54	79	79	102	69	96	100
180	100	197	222	181	196	134	177
195	104	205	231	181	208	134	184
180	100	197	222	181	196	134	177
77	56	82	101	89	70	76	115
77	56	82	101	89	70	76	115
216	126	173	221	183	155	150	207
216	133	177	221	186	155	155	211
92	55	76	83	95	83	70	99
92	55	76	83	95	83	70	99
292	150	271	271	259	237	193	227
412	215	380	388	354	332	293	330
110	40	86	103	70	71	73	70
111	38	119	114	108	76	79	101
31	9	30	32	14	32	30	27
31	9	30	32	14	32	30	27
49	30	45	63	53	60	34	67
139	86	136	135	161	126	102	119
19	5	10	12	10	8	9	10
15	8	25	16	15	24	15	24
74	69	56	89	71	67	58	76
101	37	55	72	53	52	47	73
107	55	91	66	82	84	69	63
107	55	91	66	82	84	69	63
105	71	102	95	93	100	84	80
66	31	49	54	57	37	39	48
62	41	67	80	73	56	64	66
62	41	67	80	73	56	64	66
85	26	58	59	84	69	57	86
85	26	58	59	84	69	57	86
117	68	108	119	99	110	76	94
114	66	97	110	99	109	71	94
337	224	336	297	312	237	314	263
136	57	93	123	111	102	116	92
66	62	88	116	110	102	94	114
86	58	72	106	100	80	85	117
108	49	93	106	97	86	96	120
108	49	93	106	97	86	96	120
126	63	72	101	156	120	106	142
17	14	31	16	16	15	18	26
14	14	24	15	13	11	12	24
9	13	23	14	11	10	10	13
128	66	86	122	72	65	104	126
140	66	94	104	81	75	92	121
140	72	103	104	89	79	92	121
142	75	103	104	93	79	92	122
179	92	140	209	225	150	204	188
179	92	140	209	225	150	204	188
429	194	267	320	310	383	364	314
270	118	175	214	207	230	216	203
270	118	175	214	207	230	216	203
123	64	97	112	94	105	105	113
66	57	70	61	83	76	73	56
25	3	15	26	10	30	26	26
95	57	87	97	99	78	68	94
146	88	97	122	141	117	105	121
124	72	80	106	110	103	84	87
101	71	70	92	119	118	67	104
134	93	77	114	123	122	69	119
138	74	71	95	99	100	96	107
82	38	44	72	70	68	52	67
99	67	67	84	69	114	82	86
100	53	72	95	83	88	80	81
196	107	179	199	183	181	182	151
109	58	111	84	114	112	114	98
227	100	169	181	220	191	165	145
227	100	169	181	220	191	165	145
191	96	154	220	164	180	189	177
442	248	380	403	410	376	354	395
173	99	135	147	149	156	122	159
83	45	49	84	96	105	98	99
27	9	17	51	30	25	63	53
69	25	63	103	73	85	145	119
69	25	63	103	73	85	145	119
45	42	58	113	75	85	136	117
45	42	63	118	83	87	139	124
33	22	27	54	36	41	64	55
155	105	156	157	173	164	177	161
99	61	98	110	109	107	123	73
292	188	275	275	294	274	297	266
105	73	104	134	108	126	153	101
105	73	104	134	108	126	153	101
142	100	160	185	163	184	148	161
234	132	182	252	230	216	174	194
253	98	188	266	236	200	228	199
118	105	128	124	112	123	123	112
48	48	31	68	28	42	69	53
48	48	31	68	28	42	69	53
92	75	63	105	86	81	101	84
158	87	133	164	145	165	133	148
158	87	133	164	145	165	133	148
158	87	133	164	145	165	133	148
46	31	45	56	35	62	80	88
49	29	50	58	42	79	77	57
67	21	48	54	53	61	53	25
117	70	137	131	105	113	157	118
85	41	84	77	93	90	85	59
6	4	5	4	6	5	12	6
194	92	151	198	164	163	197	158
682	288	526	644	632	605	505	503
682	288	526	644	632	605	505	503
736	318	571	701	661	640	540	542
277	148	214	240	251	245	233	210
82	70	106	95	77	84	115	92
62	52	78	80	63	69	100	78
5	5	5	5	5	7	6	11
5	5	5	5	5	7	6	11
60	30	53	71	52	51	46	49
52	26	33	55	59	61	55	65
52	26	33	55	59	61	55	65
52	26	33	55	59	61	55	65
60	34	48	60	42	70	54	57
90	60	91	96	114	84	97	77
90	60	91	96	117	84	102	78
24	19	13	16	14	17	33	32
100	49	125	102	90	83	82	90
56	25	63	74	49	68	71	71
56	25	63	74	49	68	71	71
108	57	110	86	100	78	85	113
31	18	41	18	41	41	33	25
98	33	73	67	74	80	105	71
58	19	37	46	35	51	87	62
16	12	15	15	22	25	21	19
133	86	98	110	94	114	107	85
40	26	27	48	47	46	34	48
37	12	29	40	29	33	58	41
96	65	87	101	98	115	103	100
60	35	49	42	57	50	86	42
118	89	138	141	110	134	141	114
181	94	144	178	137	174	171	153
18	8	8	15	16	15	53	32
49	20	31	54	40	59	65	63
152	103	114	120	125	113	96	107
53	43	48	59	59	61	100	76
66	35	71	66	64	84	69	62
66	35	71	66	64	84	69	62
66	35	71	66	64	84	69	62
71	57	80	98	73	90	98	70
71	57	80	98	73	90	98	70
71	57	80	98	73	90	98	70
124	68	88	101	97	119	88	97
55	24	44	57	41	70	71	47
43	27	21	35	48	26	57	46
43	26	21	35	48	26	57	46
131	67	109	125	137	105	137	138
54	15	40	67	44	63	69	45
78	66	62	117	87	104	94	75
79	66	67	120	87	104	97	76
78	41	68	80	50	81	109	79
117	67	117	107	124	138	131	114
79	44	94	66	110	124	112	123
87	48	95	70	65	115	98	71
87	48	95	70	65	115	98	71
87	48	95	70	65	115	98	71
108	69	97	95	100	106	122	89
122	83	134	121	114	131	153	112
67	28	55	59	32	66	67	62
116	43	70	100	48	87	103	77
84	47	65	84	79	90	81	69
89	63	83	111	78	136	131	90
61	37	67	60	43	39	60	59
61	37	67	60	43	39	60	59
102	40	91	74	110	108	119	61
102	40	91	74	110	108	119	61
93	45	88	87	64	98	88	90
134	76	99	152	111	120	147	92
134	76	99	152	111	120	147	92
81	37	81	115	101	90	106	90
69	27	48	57	59	44	70	53
89	48	80	85	81	80	97	62
102	35	67	87	50	66	86	56
126	63	146	125	136	171	179	142
128	72	123	101	115	115	137	105
8	4	15	20	15	13	11	14
69	28	80	73	59	70	118	61
133	132	171	150	221	150	139	206
135	130	180	172	241	167	155	211
148	83	165	154	162	157	180	138
104	68	118	109	114	129	144	85
104	68	118	109	114	129	144	85
104	68	111	109	114	129	144	85
104	68	118	109	114	129	144	85
51	25	42	53	42	59	66	58
83	83	80	135	61	95	119	93
70	50	52	77	66	61	71	80
88	55	58	90	81	67	86	92
88	55	58	90	81	67	86	92
88	56	58	90	82	67	86	93
88	56	58	98	86	69	86	96
84	55	109	83	77	119	110	79
16	12	20	38	25	17	32	35
86	42	62	92	74	90	93	65
275635	82476	147184	185490	131276	213684	216926	198692
91	63	99	81	85	120	96	78
84	27	75	72	79	64	100	87
234	213	253	178	72	82	94	95
100	58	93	95	74	88	115	73
67	65	89	89	59	81	102	65
79	34	72	98	63	86	116	69
29	17	34	57	23	38	79	35
83	53	54	112	61	62	94	88
97	44	87	111	60	100	86	65
35	34	64	61	66	46	92	80
69	37	68	83	66	72	83	93
47	37	75	76	89	72	83	72
47	37	75	76	89	72	83	72
47	37	75	76	89	72	83	72
73	46	78	83	80	68	113	95
29	5	23	41	15	39	47	20
105	55	86	99	97	83	133	84
25	20	18	23	18	16	20	31
87	73	102	105	78	102	105	79
87	73	102	105	78	102	105	79
32	16	36	33	56	39	81	46
32	16	36	33	56	39	80	45
32	16	34	28	53	35	75	45
32	17	36	31	57	36	78	45
35	16	34	28	53	35	75	45
84	42	68	92	76	97	104	75
61	42	57	60	46	63	67	49
99	68	118	116	117	113	115	109
63	45	66	68	50	77	99	52
115	71	86	104	91	87	110	79
123	74	124	151	143	137	156	154
33	4	15	22	17	20	26	18
83	42	65	101	60	79	89	51
91	64	83	81	81	105	116	87
91	64	83	81	81	105	116	87
74	55	105	97	104	89	102	87
74	55	105	97	104	89	102	87
98	42	83	85	41	65	102	78
84	41	83	82	39	65	98	77
63	44	69	102	88	91	103	83
70	30	78	85	55	68	75	87
104	64	92	120	83	103	113	111
79	36	60	66	39	61	99	46
130	68	109	113	105	134	125	107
134	57	90	113	102	128	112	102
79	67	94	99	79	86	91	94
137	94	102	138	89	145	108	102
167	84	113	111	119	143	140	90
88	78	149	144	143	138	148	107
59	31	57	76	49	54	107	69
59	31	57	76	49	54	107	69
104	76	100	124	88	120	132	97
58	41	81	82	80	99	103	78
72	54	88	83	68	79	97	91
85	48	63	86	69	81	113	100
80	25	36	49	46	66	60	49
104	43	69	53	58	97	110	96
80	64	60	112	90	86	127	94
137	74	104	158	118	141	152	150
58	45	64	80	74	118	78	101
96	74	116	98	126	136	134	101
56	22	65	79	67	77	81	40
56	22	65	79	67	77	81	40
56	22	65	79	67	77	81	40
77	48	88	88	69	98	103	65
29	26	36	25	39	51	65	50
50	52	74	83	58	94	91	72
71	64	74	72	76	118	95	104
120	60	77	126	93	94	131	100
118	60	77	126	93	94	131	98
16	15	18	29	23	26	33	36
44	20	35	44	24	44	27	47
106	69	107	97	90	87	103	86
88	53	69	69	33	74	81	82
76	42	72	107	46	106	113	81
19	9	37	33	19	31	40	46
95	38	87	99	59	107	99	79
66	47	83	88	68	94	105	88
119	77	139	118	103	127	116	88
63	40	79	47	86	83	131	85
63	40	79	47	86	83	131	85
63	40	79	47	86	83	131	85
28	22	28	43	42	52	51	53
28	25	28	43	42	52	51	53
116	77	109	125	110	103	120	115
97	54	127	123	114	112	128	102
92	64	69	89	62	112	81	91
131	81	129	115	139	115	96	112
131	81	129	115	139	115	96	112
111	51	74	84	72	70	69	82
98	46	93	109	76	108	117	114
76	48	64	112	59	100	117	80
100	81	110	83	79	102	87	82
100	81	110	83	79	102	86	82
100	81	110	83	76	99	81	82
136	44	74	108	91	109	121	59
36	28	23	25	42	34	33	19
52	18	65	54	30	70	84	68
123	53	83	97	93	83	108	67
148	73	133	138	121	111	141	147
42	13	41	75	52	39	72	53
74	55	84	81	52	99	82	75
123	56	101	129	75	129	125	126
123	61	133	139	101	142	197	123
130	86	106	137	135	147	174	139
130	86	106	137	135	147	174	139
103	56	78	99	81	89	95	69
120	68	88	142	116	115	131	129
91	52	70	79	60	95	67	77
79	41	61	80	44	67	77	69
108	61	122	113	88	120	139	100
79	37	84	108	51	93	94	79
124	67	132	94	89	96	119	97
127	67	132	94	89	96	119	98
108	62	104	111	90	133	135	119
108	62	104	111	90	133	135	119
93	40	75	77	79	93	118	80
77	48	78	84	91	76	97	83
77	48	78	84	91	76	97	83
53	36	53	60	34	46	75	41
112	70	96	110	161	113	119	95
103	67	122	115	65	125	132	97
97	56	68	91	65	88	82	109
86	64	88	117	81	85	107	96
72	66	78	83	77	83	97	91
72	66	78	83	77	83	97	91
72	66	78	83	77	83	97	91
58	38	69	54	54	66	92	43
73	24	68	83	55	85	86	52
102	67	107	124	65	100	119	88
82	60	88	90	77	111	102	66
118	50	68	98	73	99	133	83
104	63	126	89	109	133	86	117
104	63	126	89	109	133	86	117
104	63	126	89	109	133	86	117
243	147	221	270	192	245	282	196
97	72	105	97	138	122	145	89
93	71	102	96	137	121	138	89
93	71	102	95	137	121	138	89
93	71	102	95	137	121	138	89
93	71	102	95	137	121	138	89
122	64	111	118	85	119	131	105
71	39	84	85	77	89	102	91
129	58	123	112	98	115	132	82
122	60	86	92	100	110	133	71
139	58	111	131	100	133	163	108
126	79	122	121	97	105	140	89
84	60	80	131	90	99	112	76
90	38	51	99	61	102	121	58
122	91	128	128	125	111	158	106
132	70	143	111	109	111	130	88
62	56	69	87	61	79	95	68
62	56	69	87	58	79	95	66
62	56	69	87	58	79	95	66
86	37	114	60	55	107	106	63
103	67	108	148	84	91	112	92
43	32	34	63	33	60	49	43
112	69	96	91	99	104	127	83
38	14	33	56	48	41	64	64
38	14	33	56	48	41	64	64
38	14	33	56	48	41	64	64
76	35	72	78	52	72	104	65
103	68	108	127	117	114	142	124
60	58	87	69	86	94	97	74
60	58	87	69	86	94	97	74
80	53	68	73	76	90	91	51
104	70	89	122	118	120	155	111
104	70	89	122	118	120	155	111
60	27	61	63	37	46	64	34
128	53	83	119	86	99	120	96
109	44	62	68	54	92	107	100
103	74	119	120	88	111	133	86
121	78	96	66	91	91	126	82
120	63	104	143	123	138	134	127
93	30	63	86	35	55	67	58
106	99	102	134	81	121	112	108
36	19	39	39	29	51	83	46
5	4	5	15	14	4	21	18
102	55	91	78	52	97	101	89
69	83	106	87	73	91	80	70
75	24	48	62	48	91	59	59
151	73	115	102	119	164	140	124
125	61	149	146	111	143	141	122
69	36	72	65	43	46	81	71
69	36	72	65	43	46	81	71
56	23	53	65	38	70	58	62
49	32	70	72	25	76	75	69
126	83	120	88	105	104	132	106
39	18	47	59	44	56	71	59
117	66	101	105	92	117	115	75
